CustomerID,Age,Gender,Income,Purchases,Purchase_Frequency,Average_Purchase_Value,Tenure_Years,Engagement_Score,Churn,Income_K,Total_Spending,Purchase_Intensity,Customer_Value,Age_Group
1226,22.0,Female,57441.0,13.0,1,9484,9.4,7.0,1,57.441,123292.0,1.25,103536.7,Young
1227,51.0,Male,112234.0,18.0,1,1291,3.8,27.0,0,112.234,23238.0,3.75,49936.799999999996,Senior
1228,23.0,Male,73682.0,25.0,9,5890,1.5,92.0,0,73.682,147250.0,10.0,125179.6,Young
1229,39.0,Female,79494.0,33.0,13,7135,5.1,86.0,0,79.494,235455.0,5.409836065573771,188666.7,Middle Age
1230,28.0,Female,101317.0,12.0,11,2755,2.9,14.0,0,101.317,33060.0,3.076923076923077,53537.1,Adult
1231,33.0,Female,85215.0,36.0,8,4110,3.2,71.0,0,85.215,147960.0,8.571428571428571,129136.5,Adult
1232,50.0,Male,98587.0,4.0,10,2107,3.4,86.0,0,98.587,8428.0,0.9090909090909091,35475.7,Middle Age
1233,26.0,Male,26949.0,5.0,9,5679,8.1,5.0,1,26.949,28395.0,0.5494505494505495,27961.2,Adult
1234,23.0,Female,75393.0,37.0,7,7073,5.6,55.0,0,75.393,261701.0,5.606060606060606,205808.59999999998,Young
1235,33.0,Male,93553.0,8.0,3,1484,3.5,2.0,0,93.553,11872.0,1.7777777777777777,36376.299999999996,Adult
1236,46.0,Male,26941.0,28.0,3,6276,6.3,62.0,0,26.941,175728.0,3.8356164383561646,131091.9,Middle Age
1237,20.0,Female,45934.0,31.0,2,4176,7.3,91.0,1,45.934,129456.0,3.7349397590361444,104399.4,Young
1238,37.0,Male,43386.0,9.0,5,3880,3.1,21.0,0,43.386,34920.0,2.1951219512195124,37459.8,Middle Age
1239,53.0,Female,81886.0,29.0,12,9211,4.4,79.0,0,81.886,267119.0,5.37037037037037,211549.09999999998,Senior
1240,36.0,Female,95745.0,14.0,12,9282,1.7,21.0,0,95.745,129948.0,5.185185185185185,119687.09999999999,Middle Age
1241,43.0,Female,103251.0,22.0,3,1550,2.2,10.0,1,103.251,34100.0,6.875,54845.3,Middle Age
1242,20.0,Female,114456.0,11.0,14,4133,7.0,87.0,0,114.456,45463.0,1.375,66160.9,Young
1243,36.0,Female,73413.0,23.0,6,6842,2.2,58.0,0,73.413,157366.0,7.1875,132180.1,Middle Age
1244,37.0,Male,76800.0,1.0,2,1459,5.5,39.0,1,76.8,1459.0,0.15384615384615385,24061.3,Middle Age
1245,49.0,Male,117239.0,37.0,12,6559,7.2,5.0,0,117.239,242683.0,4.51219512195122,205049.8,Middle Age
1246,24.0,Female,62318.0,21.0,3,9384,1.5,65.0,0,62.318,197064.0,8.4,156640.19999999998,Young
1247,58.0,Female,90173.0,26.0,5,6155,5.9,13.0,1,90.173,160030.0,3.7681159420289854,139072.9,Senior
1248,50.0,Male,90390.0,36.0,12,4973,2.9,85.0,1,90.39,179028.0,9.230769230769232,152436.59999999998,Middle Age
1249,57.0,Female,72329.0,23.0,11,3446,9.6,90.0,0,72.329,79258.0,2.169811320754717,77179.3,Senior
1250,56.0,Male,63088.0,1.0,11,8225,5.1,85.0,0,63.088,8225.0,0.1639344262295082,24683.899999999998,Senior
1251,35.0,Male,59811.0,15.0,1,1026,8.2,53.0,0,59.811,15390.0,1.6304347826086958,28716.3,Adult
1252,57.0,Male,75479.0,21.0,13,3724,5.7,82.0,0,75.479,78204.0,3.134328358208955,77386.5,Senior
1253,18.0,Female,105392.0,9.0,1,2375,0.9,45.0,0,105.392,21375.0,4.736842105263158,46580.1,Young
1254,28.0,Male,107369.0,9.0,10,2263,6.5,32.0,1,107.369,20367.0,1.2,46467.6,Adult
1255,45.0,Male,39963.0,10.0,9,9212,9.5,36.0,1,39.963,92120.0,0.9523809523809523,76472.9,Middle Age
1256,42.0,Male,75123.0,26.0,7,6297,6.2,81.0,1,75.123,163722.0,3.611111111111111,137142.3,Middle Age
1257,40.0,Male,112705.0,35.0,1,9708,8.3,99.0,0,112.705,339780.0,3.7634408602150535,271657.5,Middle Age
1258,48.0,Female,93477.0,25.0,12,7599,8.9,60.0,0,93.477,189975.0,2.525252525252525,161025.6,Middle Age
1259,47.0,Female,34388.0,26.0,14,5609,2.7,11.0,0,34.388,145834.0,7.027027027027026,112400.19999999998,Middle Age
1260,59.0,Male,25569.0,11.0,8,7144,2.5,63.0,1,25.569,78584.0,3.142857142857143,62679.49999999999,Senior
1261,52.0,Male,89836.0,38.0,3,616,6.3,21.0,0,89.836,23408.0,5.205479452054795,43336.399999999994,Senior
1262,24.0,Male,56586.0,2.0,8,2933,4.4,52.0,1,56.586,5866.0,0.37037037037037035,21082.0,Young
1263,33.0,Male,32015.0,7.0,5,5963,8.5,55.0,1,32.015,41741.0,0.7368421052631579,38823.2,Adult
1264,43.0,Male,65002.0,18.0,1,1083,9.1,26.0,0,65.002,19494.0,1.7821782178217822,33146.399999999994,Middle Age
1265,19.0,Female,26254.0,27.0,7,9086,3.9,68.0,0,26.254,245322.0,5.5102040816326525,179601.6,Young
1266,18.0,Female,37144.0,34.0,5,4288,2.8,34.0,0,37.144,145792.0,8.947368421052632,113197.59999999999,Young
1267,29.0,Male,44214.0,27.0,6,4667,7.9,52.0,1,44.214,126009.0,3.033707865168539,101470.49999999999,Adult
1268,22.0,Female,100719.0,17.0,6,8965,3.1,82.0,0,100.719,152405.0,4.146341463414634,136899.2,Young
1269,54.0,Male,91774.0,24.0,8,1889,8.3,99.0,0,91.774,45336.0,2.5806451612903225,59267.399999999994,Senior
1270,49.0,Female,26090.0,25.0,9,8857,4.5,93.0,0,26.09,221425.0,4.545454545454546,162824.5,Middle Age
1271,26.0,Male,31637.0,7.0,2,6654,6.8,52.0,1,31.637,46578.0,0.8974358974358975,42095.7,Adult
1272,58.0,Male,42415.0,6.0,9,5920,1.4,29.0,1,42.415,35520.0,2.5,37588.5,Senior
1273,52.0,Male,44071.0,24.0,12,9420,6.4,38.0,0,44.071,226080.0,3.243243243243243,171477.3,Senior
1274,36.0,Male,78243.0,33.0,11,2543,4.8,42.0,1,78.243,83919.0,5.689655172413794,82216.2,Middle Age
1275,33.0,Male,61240.0,29.0,10,4697,6.1,21.0,0,61.24,136213.0,4.084507042253521,113721.09999999999,Adult
1276,20.0,Female,103807.0,22.0,9,3996,2.1,42.0,0,103.807,87912.0,7.096774193548387,92680.5,Young
1277,37.0,Male,53434.0,26.0,13,1278,7.5,13.0,1,53.434,33228.0,3.0588235294117645,39289.799999999996,Middle Age
1278,41.0,Male,89724.0,28.0,10,713,8.7,64.0,1,89.724,19964.0,2.8865979381443303,40892.0,Middle Age
1279,50.0,Female,95697.0,21.0,10,4262,2.6,17.0,0,95.697,89502.0,5.833333333333333,91360.5,Middle Age
1280,41.0,Female,48732.0,7.0,7,7231,1.4,9.0,1,48.732,50617.0,2.916666666666667,50051.49999999999,Middle Age
1281,28.0,Male,31314.0,17.0,1,3617,0.7,41.0,1,31.314,61489.0,10.0,52436.49999999999,Adult
1282,25.0,Female,43954.0,20.0,7,6291,6.6,1.0,1,43.954,125820.0,2.6315789473684212,101260.2,Young
1283,53.0,Male,77108.0,20.0,10,9283,6.3,2.0,0,77.108,185660.0,2.73972602739726,153094.4,Senior
1284,55.0,Male,107044.0,22.0,5,3220,5.7,60.0,1,107.044,70840.0,3.2835820895522385,81701.2,Senior
1285,57.0,Male,107505.0,28.0,6,9405,2.7,48.0,0,107.505,263340.0,7.5675675675675675,216589.5,Senior
1286,37.0,Male,56668.0,7.0,10,9627,4.2,29.0,0,56.668,67389.0,1.346153846153846,64172.7,Middle Age
1287,52.0,Female,43061.0,1.0,7,6547,6.1,97.0,0,43.061,6547.0,0.14084507042253522,17501.199999999997,Senior
1288,42.0,Female,99252.0,32.0,14,8532,5.2,10.0,0,99.252,273024.0,5.161290322580645,220892.4,Middle Age
1289,52.0,Male,59749.0,13.0,5,501,9.9,58.0,0,59.749,6513.0,1.1926605504587156,22483.8,Senior
1290,42.0,Male,36907.0,30.0,7,6868,1.8,60.0,1,36.907,206040.0,10.714285714285715,155300.1,Middle Age
1291,46.0,Male,38777.0,23.0,9,2449,7.1,21.0,1,38.777,56327.0,2.8395061728395063,51061.99999999999,Middle Age
1292,35.0,Female,113229.0,19.0,3,7232,4.3,28.0,1,113.229,137408.0,3.5849056603773586,130154.29999999999,Adult
1293,63.0,Male,71745.0,32.0,8,8333,4.6,75.0,0,71.745,266656.0,5.714285714285714,208182.69999999998,Senior
1294,35.0,Female,111865.0,30.0,2,1417,7.3,34.0,0,111.865,42510.0,3.614457831325301,63316.5,Adult
1295,19.0,Female,101818.0,29.0,11,3674,7.1,8.0,1,101.818,106546.0,3.5802469135802473,105127.59999999999,Young
1296,52.0,Female,43624.0,29.0,7,7514,9.9,59.0,0,43.624,217906.0,2.6605504587155964,165621.4,Senior
1297,33.0,Male,43321.0,30.0,13,589,1.7,86.0,0,43.321,17670.0,11.11111111111111,25365.3,Adult
1298,58.0,Female,30488.0,16.0,2,2209,1.5,72.0,0,30.488,35344.0,6.4,33887.2,Senior
1299,53.0,Male,42574.0,19.0,14,3541,7.4,49.0,1,42.574,67279.0,2.261904761904762,59867.49999999999,Senior
1300,50.0,Male,25240.0,18.0,4,605,6.0,79.0,0,25.24,10890.0,2.5714285714285716,15195.0,Middle Age
